SerialSeq,Serial,Surname,FirstName,MiddleInitMostly,Suffix,RankRole,Unit2011,UnitDesc,UnitMap,Unit2014,Unit2016,Unit2019,Name,Unit2020,MiddleName
5517,5517,Toner,David,L,,Police Officer,,Hr - Department Unavailable Person,,,,A810X,,,
5517,5517,Toner,David,L,,Police Officer,,West Pct,3Rd W - David,,B113D,,,,
5517,5517,Toner,David,L,,Police Officer,,West Pct,3Rd W - David,B113D,,,,,
5517,5517,Toner,David,L,,Police Officer,B111D,West Pct 1St W, David,,,,,,
5521,5521,Mcfarlane,Janet,Susan,,Executive Assistant,,Deputy Chief Operations - Administ,,,,B000Y,,,
5521,5521,Mcfarlane,Janet,S,,usan Executive Assistant,,Investigations Bureau - Administrati,,,B700Y,,,,
5521,5521,Mcfarlane,Janet,S,,usan Admin Staff Assistant,,Homeland Security Bureau - Admin,,C700Y,,,,,
5521,5521,Mcfarlane,Janet,Susan,,Admin Staff Assistant,B600Y,Special Ops Bureau, Administratic,,,,,,
5521,5521,Mcfarlane,Janet,S,,Executive Assistant,,Homeland Security Bureau - Adminis~,,,,,"Mcfarlane, Janet Susan",B500Y,Susan
5523,5523,Spadoni,Mark,Anthony,,Police Officer,,Traf - Am Enforcement,,,,B631A,,,
5523,5523,Spadoni,Mark,A,,nthony Police Officer,,Traf - Am Enforcement,,,B631A,,,,
5523,5523,Spadoni,Mark,A,,nthony Police Officer,,Southwest Pct,1St W - William,B251W,,,,,
5523,5523,Spadoni,Mark,Anthony,,Police Officer,B251W,,,,,,,,
5523,5523,Spadoni,Mark,A,,Police Officer,,Traf - Am Enforcement,,,,,"Spadoni, Mark Anthony",B631A,Anthony
5525,5525,Underwood,Sharron,K,,Admin Specialist I,,South Pct Ops - Administration,,B239Y,,,,,
5525,5525,Underwood,Sharron,K,,Admin Specialist I,B239Y,South Pct    Administration,,,,,,,
5527,5527,Helmers,Fred,W,,"illiam Evidence Warehouser, Sr",,Evidence Warehouse - Squad A,,,B762A,,,,
5527,5527,Helmers,Fred,W,,"illiam Evidence Warehouser, Sr",,Warehouse - Days,,B762A,,,,,
5527,5527,Helnners,Fred,William,,"Evidence Warehouser, Sr",B762A,Warehouse, Days,,,,,,
5535,5535,Williams,Willie,R,,Police Officer,,Southwest Pct,2Nd W - F/W Relief,,B252T,,,,
5535,5535,Williams,Willie,R,,Police Officer,,West Pct,2Nd W - Mary Beats,B112C,,,,,
5535,5535,Williams,Willie,R,,Police Officer,B112C,West Pot 2Nd W, Mary Beats,,,,,,
5539,5539,Persons,Jack,T,,Police Officer,,Hr - Human Resources - Dept Unava,,,C020X,,,,
5539,5539,Persons,Jack,T,,Police Officer,,Motorcycle Unit - T,4 Squad,C632D,,,,,
5539,5539,Persons,Jack,T,,Police Officer,B632D,Motorcycle Unit, T4 Squad,,,,,,
5541,5541,Johnson,Bradley,Z,,Police Officer,,Training - Field Training Squad,,,,C125F,,,
5541,5541,Johnson,Bradley,Z,,Police Officer,,Intell - Technical Assistance Squad,,,B773,,,,
5541,5541,Johnson,Bradley,Z,,Police Officer,,Advanced Training - Squad A,,A561A,,,,,
5541,5541,Johnson,Bradley,Z,,Police Officer,C361R,Firearms Training,,,,,,,
5541,5541,Johnson,Bradley,Z,,Police Officer,,Training - Field Training Squad,,,,,"Johnson, Bradley Z",C125F,Z
5548,5548,Collins,William,J,J,r Police Officer,,West Pct,2Nd W - David,,B112D,,,,
5548,5548,Collins,William,J,J,r Police Officer,,West Pct,2Nd W - David,B112D,,,,,
5548,5548,Collins,William,J,Jr,Police Officer,B112D,West Pct 2Nd W, David,,,,,,
5549,5549,Matthew,David,J,,"Evidence Warehouser, Chief",,Evidence Warehouse - Squad A,,,,B762A,,,
5549,5549,Matthew,David,J,,"Evidence Warehouser, Chief",,Evidence Warehouse - Squad A,,,B762A,,,,
5549,5549,Matthew,David,J,,"Evidence Warehouser, Chief",,Warehouse - Days,,B762A,,,,,
5549,5549,Matthew,David,J,,"Evidence Warehouser, Sr",B762A,Warehouse, Days,,,,,,
5549,5549,Matthew,David,J,,"Evidence Warehouser, Chief",,Evidence Warehouse - Squad A,,,,,"Matthew, David J",B762A,J
5551,5551,Neuhausen,Danette,P,,olice Communications Analyst,,Comm - Admin And Operations Sup,,,C310A,,,,
5551,5551,Neuhausen,Danette,P,,"olice Comm, Dispatcher Iii",,Comm - Admin And Operations Sup,,C310A,,,,,
5551,5551,Neuhausen,Danette,,,"Police Comm, Dispatcher Ili",C312T,Comm Training,,,,,,,
5552,5552,Thornburg,Leslie,A,,Admin Specialist Ii,,Violent Crimes Section - Administra,,,B710Y,,,,
5552,5552,Thornburg,Leslie,A,,Admin Specialist Iii,,Ethics Opa Investigations - Adminis,,A110Y,,,,,
5552,5552,Thornburg,Leslie,A,,Admin Specialist lii,A110Y,Internal Investigations, Administra,,,,,,
5553,5553,Lalor,Sonja,T,,Executive Assistant,,Professional Standards Bureau - Ad,,,,C100Y,,,
5553,5553,Lalor,Sonja,T,,Admin Staff Assistant,,Compliance And Professional Stand,,,C100Y,,,,
5553,5553,Lalor,Sonja,T,,Admin Staff Assistant,,Opa - Administration,,A100Y,,,,,
5553,5553,Lalor,Sonja,T,,Admin Staff Assistant,AlOOY,Opa, Administration,,,,,,
5553,5553,Lalor,Sonja,T,,Executive Assistant,,Professional Standards Bureau - Ad~,,,,,"Lalor, Sonja T",C100Y,T
5556,5556,Kibbee,Claudia,S,,"Police Comm, Dispatcher Ii",,Comm -,2Nd W,C312B,,,,,
5556,5556,Kibbee,Claudia,S,,"Police Comm, Dispatcher Ii    C312B",Comm - 2Nd W,,,,,,,,
5559,5559,Kernan,Ellen,K,,ay Police Officer,,Dv Squad B - Special Units,,,B721B,,,,
5559,5559,Kernan,Ellen,K,,ay Police Officer,,Dv Squad B - Special Units,,B721B,,,,,
5559,5559,Kernan,Ellen,Kay,,Police Officer    B721B,Dv Squad B -Special' Units,,,,,,,,
5560,5560,Willoughby,Tad,K,,Police Officer,,West Pct,2Nd W - Mary Beats,,B112C,,,,
5560,5560,Willoughby,Tad,K,,Police Officer,,West Pct,2Nd W - Special Beats,,,B112S,,,
5560,5560,Willoughby,Tad,K,,Police Officer,,West Pct,2Nd W - King Beats,B112B,,,,,
5560,5560,Willoughby,Tad,K,,Police Officer,B112A,West Pct 2Nd W, David Beats,,,,,,
5560,5560,Willoughby,Tad,K,,Police Officer,,West Pct 2Nd W - Special Beats,,,,,"Willoughby, Tad K",B112S,K
5561,5561,Swank,Keith,R,,Police Captain,,Metropolitan Section,,,,B620,,,
5561,5561,Swank,Keith,R,,Police Lieutenant,,Training - Advanced Unit,,,C121,,,,
5561,5561,Swank,Keith,R,,Police Lieutenant,,South Pct,3Rd W,B233,,,,,
5561,5561,Swank,Keith,R,,Police Sergeant,B113M,West Pct 3Rd W, Mary,,,,,,
5561,5561,Swank,Keith,R,,Police Captain,,Metropolitan Section,,,,,"Swank, Keith R",B620,R
5562,5562,Osborne,Joseph,P,,Police Lieutenant,,North Pct Ops,,,,B129,,,
5562,5562,Osborne,Joseph,P,,Acting Police Lieutenant,,South Pct - Force Review,,,B230F,,,,
5562,5562,Osborne,Joseph,P,,Police Sergeant,,South Pct,1St W - T/Relief Squad,B231T,,,,,
5562,5562,Osborne,Joseph,P,,Acting Police Sergeant,B231Z,,,,,,,,
5562,5562,Osborne,Joseph,P,,Police Lieutenant,,North Pct Ops,,,,,"Osborne, Joseph P",B129,P
5567,5567,Fajardo,Helen,B,,ergado Admin Specialist Ii,,Fiscal Unit - Administration,,,C501Y,,,,
5567,5567,Fajardo,Helen,B,,ergado Admin Specialist Ii,,Fiscal Unit - Administration,,C501Y,,,,,
5567,5567,Fajardo,Helen,Bergado,,Admin Specialist li,C501Y,Fiscal Unit, Administration,,,,,,
5568,5568,Strom,Ann,M,,Admin Specialist Ii,,Latent Prints - Squad A,,,,B763D,,,
5568,5568,Strom,Ann,M,,Admin Specialist Ii,,Latent,,,B761L,,,,
5568,5568,Strom,Ann,M,,Admin Specialist I,,Latent,,B761L,,,,,
5568,5568,Strom,Ann,M,,Admin Specialist I,B761L,Latent,,,,,,,
5568,5568,Strom,Ann,M,,Admin Specialist Ii,,Latent Prints - Squad A,,,,,"Strom, Ann M",B763D,M
5569,5569,Schmidt,Scott,W,,Police Officer Detective,,Traf - Collision Investigation,,,,B631T,,,
5569,5569,Schmidt,Scott,W,,Police Officer Detective,,Traf - Collision Investigation,,,B631T,,,,
5569,5569,Schmidt,Scott,W,,Police Officer Detective,,Traffic Collision Investigation,,C631T,,,,,
5569,5569,Schmidt,Scott,W,,Police Officer Detective,B631T,Traffic Collision Investigation,,,,,,,
5569,5569,Schmidt,Scott,W,,Police Officer Detective,,Traf - Collision Investigation,,,,,"Schmidt, Scott W",B631T,W
5570,5570,Heuchert,Martin,J,,Police Officer Detective,,Arson/Bomb - Squad A,,,,B626A,,,
5570,5570,Heuchert,Martin,J,,Police Officer,,Arson/Bomb - Squad A,,,B626A,,,,
5570,5570,Heuchert,Martin,J,,Police Officer,,Arson/Bomb - Squad A,,C613A,,,,,
5570,5570,Heuchert,Martin,J,,Police Officer,B62 1 X,Swat, Unavail Personnel,,,,,,
5570,5570,Heuchert,Martin,J,,Police Officer Detective,,Arson/Bomb - Squad A,,,,,"Heuchert, Martin J",B626A,J
5571,5571,Baseley,George,A,,Police Officer,,North Pct,2Nd W - John,B122J,,,,,
5571,5571,Baseley,George,A,,Police Officer,B122N,North Pct 2Nd W, Nora,,,,,,
5573,5573,Durden,Jeffrey,D,,Police Sergeant,,Southwest Pct Ops - Burg/Theft,,,,B259D,,,
5573,5573,Durden,Jeffrey,D,,Police Sergeant Detective,,Burg/Theft/Juv - Southwest Squad,,,B754O,,,,
5573,5573,Durden,Jeffrey,D,,Police Sergeant Detective,,North Pct Ops - Burg/Theft North,,B129D,,,,,
5573,5573,Durden,Jeffrey,D,,Police Sergeant Detective,B129D,North Pct Ops, Burg/Theft North,,,,,,
5573,5573,Durden,Jeffrey,D,,Police Sergeant,,Southwest Pct Ops - Burg/Theft,,,,,"Durden, Jeffrey D",B259D,D
5574,5574,Umporowicz,Thomas,A,Jr,Police Sergeant,,Vice - Street Squad,,,,B781B,,,
5574,5574,Umporowicz,Thomas,A,J,r Police Sergeant,,Cci - Street Vice Squad,,,B751B,,,,
5574,5574,Umporowicz,Thomas,A,J,r Police Sergeant,,South Pct Ops - Night Act,,B239B,,,,,
5574,5574,Umporowicz,Thomas,A,Jr,Police Officer,B111Q,West Pct 1St W, Queen,,,,,,
5574,5574,Umporowicz,Thomas A,J,,Police Sergeant,,Hr - Department Unavailable Person~,,,,,"Umporowicz, Thomas A Jr",A810X,Jr
5575,5575,Thomas,Brenda,K,,Identification Data Specialist,,Afis Administration,,,,B763A,,,
5575,5575,Thomas,Brenda,K,,Identification Data Specialist,,Afis Admin Unit - Day Shift,,,B763A,,,,
5575,5575,Thomas,Brenda,K,,Identification Data Specialist,,Afis Admin Unit - Day Shift,,B763A,,,,,
5575,5575,Thomas,Brenda,K,,Identification Data Specialist,B763C,Afis Admin Unit, Graveyard Shift,,,,,,
5575,5575,Thomas,Brenda,K,,Admin Support Supervisor,,Afis Administration,,,,,"Thomas, Brenda K",B763A,K
5577,5577,Mathisen,Steven,D,,Police Officer,,Training - Firearms Squad A,,,,C121R,,,
5577,5577,Mathisen,Steven,D,,Police Officer,,Traf - Motorcycle Unit - T,2 Squad,,B632B,,,,
5577,5577,Mathisen,Steven,D,,Police Officer,,Motorcycle Unit - T,2 Squad,C632B,,,,,
5577,5577,Mathisen,Steven,D,,Police Officer,B621A,Swat, Day Squad 1,,,,,,
5578,5578,Traverso,Ronnie,D,,Police Officer Detective,,North Pct Ops - Burg/Theft,,,,B129D,,,
5578,5578,Traverso,Ronnie,D,,Police Officer Detective,,Burg/Theft/Juv - North Squad,,,B754N,,,,
5578,5578,Traverso,Ronnie,D,,Police Officer Detective,,Pawn Detail,,B752P,,,,,
5578,5578,Traverso,Ronnie,D,,Police Officer Detective,B752P,Pawn Detail,,,,,,,
5578,5578,Traverso,Ronnie,D,,Police Officer Detective,,North Pct Ops - Burg/Theft,,,,,"Traverso, Ronnie D",B129D,D
5580,5580,Solomon,Mark,A,,Crime Prevention Coordinator,,Community Outreach - Crime Preve,,,,A311C,,,
5580,5580,Solomon,Mark,A,,Crime Prevention Coordinator,,South Pct Ops - Cpt,,,B239C,,,,
5580,5580,Solomon,Mark,A,,Crime Prevention Coordinator,,South Pct Ops - Cpt,,B239C,,,,,
5580,5580,Solomon,Mark,A,,Crime Prevention Coordinator,B239C,,,,,,,,
5580,5580,Solomon,Mark,A,,Crime Prevention Coordinator,,Community Outreach - Crime Prevent~,,,,,"Solomon, Mark A",A311C,A
5586,5586,Fountain,Timothy,J,,Police Sergeant Detective,,Crisis Response Team Squad,,B105A,,,,,
5586,5586,Fountain,Timothy,J,,Police Sergeant,8622,Crisis Intervention Unit,,,,,,,
5588,5588,Berg,Thomas,J,,Police Officer,,Southwest Pct,3Rd W - Frank,B253F,,,,,
5591,5591,Tucker,Latonya,N,,Executive Assistant,,Coo - Chief Operating Officer - Adm,,,,C000Y,,,
5591,5591,Tucker,Latonya,N,,Admin Staff Assistant,,Coo - Chief Operating Officer - Adm,,,C000Y,,,,
5591,5591,Tucker,Latonya,N,,Admin Staff Assistant,,Administrative Services - Administra,,C500Y,,,,,
5591,5591,Tucker,Latonya,N,,Admin Staff Assistant,C500Y,Chief Administrative Officer, Admi,,,,,,
5591,5591,Tucker,Latonya,N,,Executive Assistant,,Coo - Chief Operating Officer - Ad~,,,,,"Tucker, Latonya N",C000Y,N
5593,5593,Lucas,Jonathan,C,,Police Lieutenant,,Hr - Employee Performance,,,,A810G,,,
5593,5593,Lucas,Jonathan,C,,Police Sergeant Detective,,Hr - Employee Performance,,,C021G,,,,
5593,5593,Lucas,Jonathan,C,,Police Sergeant,,North Pct,1St W - Lincoln,B121L,,,,,
5593,5593,Lucas,Jonathan,C,,Police Officer Detective,B101A,Crime Analysis Squad,,,,,,,
5593,5593,Lucas,Jonathan,C,,Police Lieutenant,,Hr - Employment Services Unit,,,,,"Lucas, Jonathan C",A810,C
5595,5595,Lukaszeski,Edward,P,,Police Officer,,Motorcycle Unit - T,4 Squad,C632D,,,,,
5595,5595,Lukaszeski,Edward,P,,Police Officer,B632D,Motorcycle Unit, T4 Squad,,,,,,
5598,5598,Moss,Monty,E,,Police Officer Detective,,Intell - Technical Assistance,,C753,,,,,
5598,5598,Moss,Monty,E,,Police Officer Detective,B601D,Intel], Technical Assistance,,,,,,
5599,5599,Nelson,Richard,F,,Police Officer,B232S,South Pct 2Nd W, Sam,,,,,,
5604,5604,Mcerierney,Kevin,M,,Police Comm Dispatcher I,C312B,Comm, 2Nd W,,,,,,
5606,5606,Fraser,Novella,V,,Police Comm Dispatcher I,,Comm -,1St W,,C312A,,,,
5606,5606,Fraser,Novella,V,,Police Comm Dispatcher I,,Comm -,1St W,C312A,,,,,
5606,5606,Fraser,Novella,V,,Police Comm Dispatcher I,C312A,Comm 1St W,,,,,,,
5607,5607,Anderson,Valarie,D,,Chief Admin Officer,,Administrative Services,,,,C500,,,
5607,5607,Anderson,Valarie,D,,Chief Admin Officer,,Administrative Services,,,C500,,,,
5607,5607,Anderson,Valarie,D,,Chief Admin Officer,,Administrative Services,,C500,,,,,
5607,5607,Anderson,Valerie,D,,Chief Admin Officer,C500,Chief Administrative Officer,,,,,,,
5607,5607,Anderson,Valarie,D,,Chief Admin Officer,,Administrative Services,,,,,"Anderson, Valarie D",C500,D
5611,5611,Giron,Elmer,L,Jr,Admin Specialist I,,Records - Day Shift,,,,C511A,,,
5611,5611,Giron,Elmer,L,J,r Admin Specialist I,,Records - Day Shift,,,C511A,,,,
5611,5611,Giron,Elmer,L,J,r Admin Specialist I,,Records - Day Shift,,C511A,,,,,
5611,5611,Giron,Elmer,L Jr,,Admin Specialist I,C515A,Auto Records, Day Shift,,,,,,
5611,5611,Giron,Elmer L,J,,Admin Specialist I,,Records - Day Shift,,,,,"Giron, Elmer L Jr",C511A,Jr
5612,5612,Carlos,Muriel,F G,,"Police Data Technician, Sr",,Data Center - Swing Shift,,C521B,,,,,
5612,5612,Carlos,Muriel,F G,,"Police Data Technician, Sr",C521B,Data Center, Swing Shift,,,,,,
5614,5614,Sauer,Eric,B,,Police Officer,,South Pct,1St W - Robert,B231R,,,,,
5614,5614,Sauer,Eric,B,,Police Officer,6231R,South Pct 1St W, Robert,,,,,,
5617,5617,Bowling,Christopher,A,,Police Officer,,West Pct Ops - Sea Ctr,,,B119I,,,,
5617,5617,Bowling,Christopher,A,,Police Officer,,West Pct,2Nd W - David Beats,B112A,,,,,
5617,5617,Bowling,Christopher,A,,Police Officer,BT_Iii,West Pct 2Nd W, Mary Beats,,,,,,
5618,5618,Stokes,Rodney,V,,Police Officer Detective,,Executive Protection Detail,,,,A312S,,,
5618,5618,Stokes,Rodney,V,,Police Officer Detective,,Intell - Mayors Security Detail,,,B772M,,,,
5618,5618,Stokes,Rodney,V,,Police Officer Detective,,Intell - Mayors Security Detail,,C752M,,,,,
5618,5618,Stokes,Rodney,V,,Polibe Officer Detective,B624,Mayor'S Security Detail,,,,,,,
5618,5618,Stokes,Rodney,V,,Police Officer Detective,,Executive Protection Detail,,,,,"Stokes, Rodney V",A312S,V
5619,5619,Drain,David,P,,Police Lieutenant,,Metropolitan Section - Force Review,,,,B620F,,,
5619,5619,Drain,David,P,,Police Lieutenant,,West Pct,1St W,,B111,,,,
5619,5619,Drain,David,P,,Police Sergeant,,Southwest Pct,1St W - Frank,B251F,,,,,
5619,5619,Drain,David,P,,Police Sergeant,C361F,Field Training Detail,,,,,,,
5619,5619,Drain,David,P,,Police Lieutenant,,Metropolitan Section - Force Revie~,,,,,"Drain, David P",B620F,P
5621,5621,Mckinney,Kevin,M,,Parking Enfor Officer,B641E,Parking Enforcement, P5 Squad,,,,,,
5623,5623,Fox,Laura,M,,"Parking Enfor Officer, Spvsr",,Parking Enforcement - P,8 Squad,,B637H,,,,
5623,5623,Fox,Laura,M,,"Parking Enfor Officer, Spvsr",,Parking Enforcement - P,8 Squad,,,B637H,,,
5623,5623,Fox,Laura,M,,"Parking Enfor Officer, Spvsr",,Parking Enforcement - P,8 Squad,C637H,,,,,
5623,5623,Fox,Laura,M,,"Parking Enfor Officer, Spvsr",B641H,Parking Enforcement, P8 Squad,,,,,,
5623,5623,Fox,Laura,M,,"Parking Enfor Officer, Spvsr",,Parking Enforcement - P8 Squad,,,,,"Fox, Laura M",B637H,M
5624,5624,Savas,Keith,D,,Police Officer Detective,,"Fraud, Forgery And Financial Explo",,,,B752A,,,
5624,5624,Savas,Keith,D,,Police Officer Detective,,"Fraud, Forgery And Financial Explo",,,B752A,,,,
5624,5624,Savas,Keith,D,,Police Officer Detective,,"Fraud, Forgery And Financial Explo",,B752A,,,,,
5624,5624,Saves,Keith,D,,Police Officer Detective,6752X,Special Assignments, Unavail Per,,,,,,
5624,5624,Savas,Keith,D,,Police Officer Detective,,"Fraud, Forgery And Financial Explo~",,,,,"Savas, Keith D",B752A,D
5626,5626,Parnell,James,D,,Police Officer,,West Pct,2Nd W - Queen,,B112Q,,,,
5626,5626,Parnell,James,D,J,r Police Officer,,West Pct,2Nd W - Mary,B112M,,,,,
5626,5626,Parnell,James,D Jr,,Police Officer,B111M,West Pct 1St VV, Mary,,,,,,
5629,5629,Drain,Dianne,M,,Parking Enfor Officer,B641F,Parking Enforcement, P6 Squad,,,,,,
5630,5630,Jenkins,Alexander,P,,olice Officer,,Southwest Pct,1St W - F/W Relief,,B251T,,,,
5630,5630,Jenkins,Alexander,,,Police Officer,,Southwest Pct,1St W - F/W Relief,,,B251T,,,
5630,5630,Jenkins,Alexander,P,,olice Officer,,Southwest Pct,1St W - T/Relief Squ,B251T,,,,,
5630,5630,Jenkins,Alexander,,,Police Officer,B251W,Southwest Pct 1St W, William,,,,,,
5630,5630,Jenkins,Alexander,,,Police Officer,,Southwest Pct 1St W - F/W Relief,,,,,"Jenkins, Alexander",B251T,
5634,5634,Nelson,Eric,J,,Police Officer Detective,,Human Resources - Dept Unavail P,,C320X,,,,,
5634,5634,Nelson,Eric,J,,Police Officer Detective,B129D,North Pct Ops, Burg/Theft North,,,,,,
5636,5636,Kirchmeier,Dan,R,,Police Officer Detective,,Auto Theft,,,B752B,,,,
5636,5636,Kirchmeier,Dan,R,,Police Officer Detective,,Auto Theft,,B752B,,,,,
5636,5636,Kirchmeier,Dan,R,,Police Officer    ::.C361A,Advanced Training- A,,,,,,,,
5639,5639,Garrett,Christopher,D,,Police Officer,,Hls - Cbrne Support,,,,B611C,,,
5639,5639,Garrett,Christopher,D,,Police Officer,,Hls - Cbrne Support Detail,,,B611C,,,,
5639,5639,Garrett,Christopher,D,,Police Officer,,Cbrne Support Unit,,C713,,,,,
5639,5639,Garrett,Christopher,D,,Police Officer,B611A,Critical Infrastructure And Disaster,,,,,,,
5639,5639,Garrett,Christopher,D,,Police Officer,,Hls - Cbrne Support Detail,,,,,"Garrett, Christopher D",B511C,D
5640,5640,Skommesa,John,M,,Police Officer,,Crisis Intervention Coordination Squ,,,,A313B,,,
5640,5640,Skommesa,John,M,,Police Officer,,Ci Coordination Squad,,,B105B,,,,
5640,5640,Skommesa,John,M,,Police Officer,,East Pct Ops - Cpt,,B249C,,,,,
5640,5640,Skornmesa,John,M,,Police Officer,B249C,East Pct Ops, Cpt,,,,,,
5640,5640,Skommesa,John,M,,Police Officer,,Crisis Intervention Coordination S~,,,,,"Skommesa, John M",A313B,M
5641,5641,Strom,David,G,,"Mgmt Systems Analyst, Assistant",,Records - Warehouse,,,,C510W,,,
5641,5641,Strom,David,G,,"Mgmt Systems Analyst, Assistant",,Records - Warehouse,,,C510W,,,,
5641,5641,Strom,David,G,,"Mgmt Systems Analyst, Assistant",,Records - Warehouse,,C510W,,,,,
5641,5641,Strom,David,G,,"Warehouser, Sr",C511W,Records, Warehouser,,,,,,
5641,5641,Strom,David,G,,"Mgmt Systems Analyst, Assistant",,Records - Warehouse,,,,,"Strom, David G",C510W,G
5642,5642,Winsor,Debra,A,,Police Sergeant,,Intell - Fusion Center Assignment,,,,B771F,,,
5642,5642,Winsor,Debra,A,,Police Sergeant,,Intell - Fusion Center Assignment,,,B774,,,,
5642,5642,Winsor,Debra,A,,Police Sergeant,,Intell - Fusion Center Assignment,,C754,,,,,
5642,5642,Winsor,Debra,A,,Police Sergeant,B611 F,Washington State Fusion Center,,,,,,,
5642,5642,Winsor,Debra,A,,Police Sergeant,,Intell - Fusion Center Assignment,,,,,"Winsor, Debra A",B713F,A
5643,5643,Radford,Bennie,L,J,r Police Officer,,East Pct Ops - Cpt,,,B249C,,,,
5643,5643,Radford,Bennie,L,J,r Police Officer,,East Pct Ops - Cpt,,B249C,,,,,
5643,5643,Radford,Bennie,L,Jr,Police Officer,B249C,East Pct Ops, Cpt,,,,,,
5644,5644,Sylvester,David,J,,Police Sergeant,,North Pct,2Nd W - Boy,,B122B,,,,
5644,5644,Sylvester,David,J,,Police Sergeant,,North Pct,2Nd W - North Beats,,,B122A,,,
5644,5644,Sylvester,David,J,,Police Officer,,Harbor - Squad C,,C625C,,,,,
5644,5644,Sylvester,David,J,,Police Officer,B625B,Harbor, Squad B,,,,,,
5644,5644,Sylvester,David,J,,Acting Police Lieutenant,,North Pct 2Nd W - Ne,,,,,"Sylvester, David J",B122,J
5647,5647,Garcia,Ed,,,Police Officer Detective,,Homicide Squad A,,,,B711A,,,
5647,5647,Garcia,Ed,P,,olice Officer Detective,,Force Investigations Squad,,,C171A,,,,
5647,5647,Garcia,Ed,P,,olice Officer Detective,,Sau Squad B,,B722B,,,,,
5647,5647,Garcia,Ed,Jr,,Police Officer Detective,B722B,Sau Squad B,,,,,,,
5647,5647,Garcia,Ed,,,Police Officer Detective,,Hr - Department Unavailable Person~,,,,,"Garcia, Ed",A810X,
5648,5648,Allen,Matthew,P,,Police Lieutenant,,Crisis Intervention And Response U,,,,A313,,,
5648,5648,Allen,Matthew,P,,Police Lieutenant,,South Pct Ops,,,B239,,,,
5648,5648,Allen,Matthew,P,,Police Lieutenant,,Swat,,C621,,,,,
5648,5648,Allen,Matthew,P,,Police Lieutenant,B123,North Pct 3Rd W,,,,,,,
5648,5648,Allen,Matthew,P,,Police Captain,,West Pct,,,,,"Allen, Matthew P",B110,P
5651,5651,Alberts,Colette,L,,Manager Ii,,Fiscal Unit,,C501,,,,,
5651,5651,Alberts,Colette,L,,Manager li,C501,Fiscal Unit,,,,,,,
5653,5653,Johnson,Wayne,A,,Police Officer,,Hr - Human Resources - Dept Unava,,,C020X,,,,
5653,5653,Johnson,Wayne,A,,Police Officer,,South Pct,2Nd W - Robert,,,B232R,,,
5653,5653,Johnson,Wayne,A,,Police Officer,,South Pct,2Nd W - Robert,B232R,,,,,
5653,5653,Johnson,Wayne,A,,Police Officer,B232R,South Pct 2Nd W, Robert,,,,,,
5653,5653,Johnson,Wayne,A,,Police Officer,,South Pct 2Nd W - Robert,,,,,"Johnson, Wayne A",B232R,A
5654,5654,Hardgrove,Donald,R,,Police Officer Detective,,Narc - Abatement/Forfeiture Squad,,,,B732A,,,
5654,5654,Hardgrove,Donald,R,,Police Officer Detective,,Narc - Abatement/Forfeiture Squad,,,B732A,,,,
5654,5654,Hardgrove,Donald,R,,Police Officer Detective,,Abatement/Forfeiture Squad,,B732A,,,,,
5654,5654,Hardgrove,Donald,R,,Police Officer Detective,B732A,Abatement/Forfeiture Squad,,,,,,,
5654,5654,Hardgrove,Donald,R,,Police Officer Detective,,Narc - Abatement/Forfeiture Squad,,,,,"Hardgrove, Donald R",B732A,R
5655,5655,Landers,James,C,,Police Officer,,Traf - Pm Enforcement,,,B631P,,,,
5655,5655,Landers,James,C,,Police Officer,,Pm Enforcement,,C631P,,,,,
5655,5655,Landers,James,C,,Police Officer,6631P,Pm Enforcement,,,,,,,
